candidate_source,item_id,category,target_class,edit_type,feasibility,duplicate_risk,expected_answer_stability,available_masks_or_boxes,distance_px,target_bbox_overlap,target_mask_overlap_pixels,detectability_score,v11_post_selection_detectability_score,decision,reason,prospective_confirmatory_eligible,evidence_class,paper_evidence
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_chair_ADE_train_00000906,occlusion_safety,chair,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",66.0,False,0,MISSING,NOT_SELECTED,rejected_by_retrospective_rule,distance_below_75_px,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_chair_ADE_train_00000631,occlusion_safety,chair,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",68.0,False,0,MISSING,NOT_SELECTED,rejected_by_retrospective_rule,distance_below_75_px,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_chair_ADE_train_00000797,occlusion_safety,chair,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",64.0,False,0,MISSING,NOT_SELECTED,rejected_by_retrospective_rule,distance_below_75_px,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_chair_ADE_train_00001105,occlusion_safety,chair,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",255.0,False,0,MISSING,0.04791917,retained_retrospective_diagnostic,passes_retrospective_geometry_and_available_salience_fields,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_chair_ADE_train_00000622,occlusion_safety,chair,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",122.102,False,0,MISSING,0.07551816,retained_retrospective_diagnostic,passes_retrospective_geometry_and_available_salience_fields,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_chair_ADE_train_00000945,occlusion_safety,chair,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",0.0,False,0,MISSING,NOT_SELECTED,rejected_by_retrospective_rule,distance_below_75_px,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_chair_ADE_train_00001573,occlusion_safety,chair,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",0.0,True,0,MISSING,NOT_SELECTED,rejected_by_retrospective_rule,patch_bbox_intersects_target_bbox;distance_below_75_px,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_chair_ADE_train_00000918,occlusion_safety,chair,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",55.0,False,0,0.09567,NOT_SELECTED,rejected_by_retrospective_rule,distance_below_75_px,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_chair_ADE_train_00000002,occlusion_safety,chair,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",0.0,True,0,MISSING,NOT_SELECTED,rejected_by_retrospective_rule,patch_bbox_intersects_target_bbox;distance_below_75_px,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_car_ADE_train_00002093,occlusion_safety,car,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",0.0,True,0,MISSING,NOT_SELECTED,rejected_by_retrospective_rule,patch_bbox_intersects_target_bbox;distance_below_75_px,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_car_ADE_train_00002038,occlusion_safety,car,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",35.0,False,0,MISSING,NOT_SELECTED,rejected_by_retrospective_rule,distance_below_75_px,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_car_ADE_train_00002039,occlusion_safety,car,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",0.0,True,0,MISSING,NOT_SELECTED,rejected_by_retrospective_rule,patch_bbox_intersects_target_bbox;distance_below_75_px,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_car_ADE_train_00002054,occlusion_safety,car,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",15.0,False,0,MISSING,NOT_SELECTED,rejected_by_retrospective_rule,distance_below_75_px,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_car_ADE_train_00000941,occlusion_safety,car,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",0.0,True,0,MISSING,NOT_SELECTED,rejected_by_retrospective_rule,patch_bbox_intersects_target_bbox;distance_below_75_px,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_car_ADE_train_00002029,occlusion_safety,car,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",0.0,True,0,MISSING,NOT_SELECTED,rejected_by_retrospective_rule,patch_bbox_intersects_target_bbox;distance_below_75_px,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_car_ADE_train_00002030,occlusion_safety,car,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",0.0,True,0,MISSING,NOT_SELECTED,rejected_by_retrospective_rule,patch_bbox_intersects_target_bbox;distance_below_75_px,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_car_ADE_train_00004304,occlusion_safety,car,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",89.0,False,0,MISSING,0.06844686,retained_retrospective_diagnostic,passes_retrospective_geometry_and_available_salience_fields,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_car_ADE_train_00004616,occlusion_safety,car,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",55.0,False,0,0.15841,NOT_SELECTED,rejected_by_retrospective_rule,distance_below_75_px;stored_detectability_above_0_12,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_car_ADE_train_00002008,occlusion_safety,car,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",0.0,True,0,0.15067,NOT_SELECTED,rejected_by_retrospective_rule,patch_bbox_intersects_target_bbox;distance_below_75_px;stored_detectability_above_0_12,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_car_ADE_train_00004561,occlusion_safety,car,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",107.0,False,0,MISSING,0.04899872,retained_retrospective_diagnostic,passes_retrospective_geometry_and_available_salience_fields,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_car_ADE_train_00002034,occlusion_safety,car,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",79.0,False,0,MISSING,0.07553759,retained_retrospective_diagnostic,passes_retrospective_geometry_and_available_salience_fields,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_car_ADE_train_00002014,occlusion_safety,car,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",0.0,True,0,MISSING,NOT_SELECTED,rejected_by_retrospective_rule,patch_bbox_intersects_target_bbox;distance_below_75_px,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_car_ADE_train_00002062,occlusion_safety,car,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",0.0,True,0,MISSING,NOT_SELECTED,rejected_by_retrospective_rule,patch_bbox_intersects_target_bbox;distance_below_75_px,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_car_ADE_train_00004630,occlusion_safety,car,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",55.0,False,0,0.10021,NOT_SELECTED,rejected_by_retrospective_rule,distance_below_75_px,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_car_ADE_train_00001018,occlusion_safety,car,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",0.0,True,0,MISSING,NOT_SELECTED,rejected_by_retrospective_rule,patch_bbox_intersects_target_bbox;distance_below_75_px,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_car_ADE_train_00003061,occlusion_safety,car,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",160.0,False,0,0.13391,NOT_SELECTED,rejected_by_retrospective_rule,stored_detectability_above_0_12,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_car_ADE_train_00002026,occlusion_safety,car,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",0.0,True,0,MISSING,NOT_SELECTED,rejected_by_retrospective_rule,patch_bbox_intersects_target_bbox;distance_below_75_px,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_car_ADE_train_00004657,occlusion_safety,car,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",14.0,False,0,MISSING,NOT_SELECTED,rejected_by_retrospective_rule,distance_below_75_px,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_car_ADE_train_00004567,occlusion_safety,car,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",47.0,False,0,MISSING,NOT_SELECTED,rejected_by_retrospective_rule,distance_below_75_px,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_car_ADE_train_00004623,occlusion_safety,car,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",7.0,False,0,MISSING,NOT_SELECTED,rejected_by_retrospective_rule,distance_below_75_px,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_car_ADE_train_00001421,occlusion_safety,car,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",233.0,False,0,0.13942,NOT_SELECTED,rejected_by_retrospective_rule,stored_detectability_above_0_12,False,DIAGNOSTIC_ONLY,False
